SCHOOL_ID,the_geom,SCHOOL_NM,SCH_ADDR,GRADE_CAT,GRADES,SCH_TYPE,X,Y
400159,POINT (-87.75752205269444 41.92220859444412),CHRISTOPHER HOUSE CHTR SCHOOL,"5235 W BELDEN AVE, 60639",HS,"K, 1",Charter,-87.7575220524,41.922208595
400161,POINT (-87.6179312736426 41.679319002497444),CHICAGO COLLEGIATE CHTR SCHOOL,"11816 S INDIANA AVE, 60628",ES,"4, 5",Charter,-87.6179312732,41.6793190031
400162,POINT (-87.62777304873796 41.88244675963381),INTRINSIC SCHOOLS,"17 N STATE ST, 60602",HS,9,Charter,-87.6277730486,41.8824467607
400163,POINT (-87.6414185835453 41.79356519117411),KIPP BLOOM CHTR CAMPUS,"5515 S LOWE AVE, 60621",MS,5,Charter,-87.641418583,41.7935651922
400164,POINT (-87.68554721958874 41.84596532973772),LOZANO LEADERSHIP ACADEMY - MASTERY CAMPUS,"2520 S WESTERN AVE, 60608",HS,12,Alternative/Charter,-87.6855472198,41.8459653309
400165,POINT (-87.70216585147205 41.88751635908656),LEARN CHTR - MIDDLE,"3021 W CARROLL AVE, 60612",MS,"6, 7",Charter,-87.7021658512,41.8875163602
609674,POINT (-87.57326679940071 41.737146496638516),CHICAGO VOCATIONAL HS,"2100 E 87TH ST, 60617",HS,"9, 10, 11, 12","District, non-alternative",-87.5732667993,41.7371464976
609676,POINT (-87.61760074629463 41.84022610835752),DUNBAR HS,"3000 S DR MARTIN LUTHER KING JR DR, 60616",HS,"9, 10, 11, 12","District, non-alternative",-87.6176007458,41.8402261093
609678,POINT (-87.62763862169568 41.873066699386506),JONES HS,"700 S STATE ST, 60605",HS,"9, 10, 11, 12","District, non-alternative",-87.6276386213,41.8730667004
609679,POINT (-87.7610115827678 41.9200600613321),PROSSER HS,"2148 N LONG AVE, 60639",HS,"9, 10, 11, 12","District, non-alternative",-87.7610115827,41.9200600623
609680,POINT (-87.63446372701351 41.901546152226715),PAYTON HS,"1034 N WELLS ST, 60610",HS,"9, 10, 11, 12","District, non-alternative",-87.6344637265,41.9015461528
609682,POINT (-87.66231451465825 41.802880865293076),RICHARDS HS,"5009 S LAFLIN ST, 60609",HS,"9, 10, 11, 12","District, non-alternative",-87.6623145142,41.8028808665
609691,POINT (-87.73523685256694 41.911646255118825),NORTH-GRAND HS,"4338 W WABANSIA AVE, 60639",HS,"9, 10, 11, 12","District, non-alternative",-87.7352368523,41.9116462561
609692,POINT (-87.6354462756924 41.74578670464239),SIMEON HS,"8147 S VINCENNES AVE, 60620",HS,"9, 10, 11, 12","District, non-alternative",-87.6354462757,41.7457867058
609693,POINT (-87.70733286940346 41.89000464134662),WESTINGHOUSE HS,"3223 W FRANKLIN BLVD, 60624",HS,"9, 10, 11, 12","District, non-alternative",-87.7073328691,41.890004642
609694,POINT (-87.72446996249418 41.79143646843953),HANCOCK HS,"4034 W 56TH ST, 60629",HS,"9, 10, 11, 12","District, non-alternative",-87.7244699624,41.7914364693
609695,POINT (-87.67944745198258 41.97506793238738),AMUNDSEN HS,"5110 N DAMEN AVE, 60625",HS,"9, 10, 11, 12","District, non-alternative",-87.6794474519,41.9750679335
609698,POINT (-87.72109816187195 41.74940304629808),BOGAN HS,"3939 W 79TH ST, 60652",HS,"9, 10, 11, 12","District, non-alternative",-87.7210981614,41.7494030471
609702,POINT (-87.68324895425825 41.87752873326511),CRANE HS,"2245 W JACKSON BLVD, 60612",HS,"11, 12","District, non-alternative",-87.6832489544,41.8775287345
609704,POINT (-87.70874232342406 41.84855921445456),FARRAGUT HS,"2345 S CHRISTIANA AVE, 60623",HS,"PE, PK, 9, 10, 11, 12","District, non-alternative",-87.708742323,41.8485592157
609705,POINT (-87.63753544768915 41.68995130697074),FENGER HS,"11220 S WALLACE ST, 60628",HS,"9, 10, 11, 12","District, non-alternative",-87.6375354473,41.689951308
609707,POINT (-87.6371893711971 41.7697134162855),ROBESON HS,"6835 S NORMAL BLVD, 60621",HS,"9, 10, 11, 12","District, non-alternative",-87.6371893707,41.7697134171
609708,POINT (-87.75420328787455 41.93979613512468),FOREMAN HS,"3235 N LECLAIRE AVE, 60641",HS,"9, 10, 11, 12","District, non-alternative",-87.7542032882,41.939796136
609709,POINT (-87.6889172819261 41.79101340777694),GAGE PARK HS,"5630 S ROCKWELL ST, 60629",HS,"9, 10, 11, 12","District, non-alternative",-87.6889172817,41.7910134084
609710,POINT (-87.62058681474235 41.718372796416766),HARLAN HS,"9652 S MICHIGAN AVE, 60628",HS,"7, 8, 9, 10, 11, 12","District, non-alternative",-87.6205868148,41.7183727976
609711,POINT (-87.66905264404774 41.77512465622236),HARPER HS,"6520 S WOOD ST, 60636",HS,"9, 10, 11, 12","District, non-alternative",-87.6690526439,41.775124657
609712,POINT (-87.60169063855703 41.75374887168443),HIRSCH HS,"7740 S INGLESIDE AVE, 60619",HS,"9, 10, 11, 12","District, non-alternative",-87.6016906383,41.7537488728
609713,POINT (-87.58657835252522 41.782257424906646),HYDE PARK HS,"6220 S STONY ISLAND AVE, 60637",HS,"9, 10, 11, 12","District, non-alternative",-87.5865783526,41.782257426
609715,POINT (-87.69460198394071 41.81872965145221),KELLY HS,"4136 S CALIFORNIA AVE, 60632",HS,"9, 10, 11, 12","District, non-alternative",-87.6946019837,41.8187296523
609716,POINT (-87.7359995217159 41.92794583916108),KELVYN PARK HS,"4343 W WRIGHTWOOD AVE, 60639",HS,"9, 10, 11, 12","District, non-alternative",-87.7359995214,41.9279458399
609718,POINT (-87.78039471743685 41.79048242832411),KENNEDY HS,"6325 W 56TH ST, 60638",HS,"9, 10, 11, 12","District, non-alternative",-87.7803947175,41.7904824291
609719,POINT (-87.66898944552783 41.95476353353416),LAKE VIEW HS,"4015 N ASHLAND AVE, 60613",HS,"9, 10, 11, 12","District, non-alternative",-87.6689894456,41.9547635347
609720,POINT (-87.69101274083219 41.94667201422504),LANE HS,"2501 W ADDISON ST, 60618",HS,"7, 8, 9, 10, 11, 12","District, non-alternative",-87.6910127407,41.9466720152
609722,POINT (-87.69989620732333 41.87096639352564),MANLEY HS,"2935 W POLK ST, 60612",HS,"9, 10, 11, 12","District, non-alternative",-87.699896207,41.8709663946
609723,POINT (-87.7080494807027 41.878416646694305),MARSHALL HS,"3250 W ADAMS ST, 60624",HS,"9, 10, 11, 12","District, non-alternative",-87.7080494804,41.8784166477
609724,POINT (-87.70251934431388 41.98756723617073),MATHER HS,"5835 N LINCOLN AVE, 60659",HS,"9, 10, 11, 12","District, non-alternative",-87.7025193438,41.987567237
609725,POINT (-87.66567557290979 41.69201112325852),MORGAN PARK HS,"1744 W PRYOR AVE, 60643",HS,"7, 8, 9, 10, 11, 12","District, non-alternative",-87.665675573,41.692011124
609726,POINT (-87.6163519046308 41.69273509070445),BROOKS HS,"250 E 111TH ST, 60628",HS,"9, 10, 11, 12","District, non-alternative",-87.6163519047,41.6927350915
609727,POINT (-87.61979574278351 41.82385253000532),PHILLIPS HS,"244 E PERSHING RD, 60653",HS,"8, 9, 10, 11, 12","District, non-alternative",-87.6197957427,41.823852531
609728,POINT (-87.71481814271522 41.96480044461461),ROOSEVELT HS,"3436 W WILSON AVE, 60625",HS,"9, 10, 11, 12","District, non-alternative",-87.7148181422,41.9648004456
609729,POINT (-87.73563526577472 41.94634322998505),SCHURZ HS,"3601 N MILWAUKEE AVE, 60641",HS,"9, 10, 11, 12","District, non-alternative",-87.7356352653,41.9463432311
609730,POINT (-87.66518799680999 41.989033192103754),SENN HS,"5900 N GLENWOOD AVE, 60660",HS,"9, 10, 11, 12","District, non-alternative",-87.6651879969,41.989033193
609732,POINT (-87.78347849048764 41.935634205396035),STEINMETZ COLLEGE PREP HS,"3030 N MOBILE AVE, 60634",HS,"9, 10, 11, 12","District, non-alternative",-87.7834784904,41.9356342063
609733,POINT (-87.66922892626543 42.002686925406806),SULLIVAN HS,"6631 N BOSWORTH AVE, 60626",HS,"9, 10, 11, 12","District, non-alternative",-87.6692289258,42.0026869262
609734,POINT (-87.79154677250716 41.982933546470775),TAFT HS,"6530 W BRYN MAWR AVE, 60631",HS,"7, 8, 9, 10, 11, 12","District, non-alternative",-87.7915467726,41.9829335474
609735,POINT (-87.64300315367649 41.807509470224346),TILDEN HS,"4747 S UNION AVE, 60609",HS,"9, 10, 11, 12","District, non-alternative",-87.6430031534,41.807509471
609736,POINT (-87.61193146937418 41.802104669949586),DYETT HS,"555 E 51ST ST, 60615",HS,"11, 12","District, non-alternative",-87.6119314689,41.8021046712
609737,POINT (-87.7134230177229 41.97318444710975),VON STEUBEN HS,"5039 N KIMBALL AVE, 60625",HS,"9, 10, 11, 12","District, non-alternative",-87.7134230173,41.973184448
609738,POINT (-87.64604608877079 41.918267563643575),LINCOLN PARK HS,"2001 N ORCHARD ST, 60614",HS,"9, 10, 11, 12","District, non-alternative",-87.6460460884,41.9182675644
609739,POINT (-87.53757009061742 41.688164377386876),WASHINGTON HS,"3535 E 114TH ST, 60617",HS,"9, 10, 11, 12","District, non-alternative",-87.5375700902,41.6881643782
609740,POINT (-87.66744614705794 41.89899527643781),WELLS HS,"936 N ASHLAND AVE, 60622",HS,"9, 10, 11, 12","District, non-alternative",-87.6674461465,41.8989952773
609741,POINT (-87.71797708727054 41.7805269294861),HUBBARD HS,"6200 S HAMLIN AVE, 60629",HS,"9, 10, 11, 12","District, non-alternative",-87.7179770873,41.7805269305
609744,POINT (-87.7223855847935 41.982945084019896),NORTHSIDE LEARNING HS,"3730 W BRYN MAWR AVE, 60659",HS,"9, 10, 11, 12","District, Special Ed.",-87.7223855843,41.982945085
609745,POINT (-87.67591012227038 41.75985293001463),SOUTHSIDE HS,"7342 S HOYNE AVE, 60636",HS,"11, 12","District, Special Ed.",-87.675910122,41.759852931
609746,POINT (-87.59045756390246 41.80377183078269),KENWOOD HS,"5015 S BLACKSTONE AVE, 60615",HS,"7, 8, 9, 10, 11, 12","District, non-alternative",-87.5904575637,41.8037718315
609748,POINT (-87.69522432361309 41.842533845469504),YORK HS,"2700 S CALIFORNIA AVE, 60608",HS,"9, 10, 11, 12",Alternative/District,-87.6952243236,41.8425338463
609749,POINT (-87.70874457260058 41.98131477814757),NORTHSIDE PREP HS,"5501 N KEDZIE AVE, 60625",HS,"9, 10, 11, 12","District, non-alternative",-87.7087445726,41.9813147789
609750,POINT (-87.6687589324783 41.86436492288052),SIMPSON HS,"1321 S PAULINA ST, 60608",HS,"7, 8, 9, 10, 11, 12",Alternative/District,-87.6687589322,41.8643649239
609751,POINT (-87.6039105377378 41.813674982740345),KING HS,"4445 S DREXEL BLVD, 60653",HS,"9, 10, 11, 12","District, non-alternative",-87.6039105378,41.8136749838
609753,POINT (-87.71777060996638 41.69124817482328),CHGO AGR HS,"3857 W 111TH ST, 60655",HS,"9, 10, 11, 12","District, non-alternative",-87.71777061,41.6912481759
609754,POINT (-87.61925222645758 41.83055441825486),CHGO MILITARY ACAD HS,"3519 S GILES AVE, 60653",HS,"9, 10, 11, 12","District, non-alternative",-87.619252226,41.8305544189
609755,POINT (-87.6642700572198 41.878602082677766),YOUNG HS,"211 S LAFLIN ST, 60607",HS,"7, 8, 9, 10, 11, 12","District, non-alternative",-87.6642700572,41.8786020833
609756,POINT (-87.72206491876379 41.80308142128944),CURIE HS,"4959 S ARCHER AVE, 60632",HS,"9, 10, 11, 12","District, non-alternative",-87.7220649185,41.8030814221
609759,POINT (-87.68694287364839 41.902625306868494),CLEMENTE HS,"1147 N WESTERN AVE, 60622",HS,"9, 10, 11, 12","District, non-alternative",-87.6869428732,41.9026253078
609760,POINT (-87.59058380165195 41.65629055866918),CARVER MILITARY,"13100 S DOTY AVE W, 60827",HS,"9, 10, 11, 12","District, non-alternative",-87.5905838013,41.6562905596
609761,POINT (-87.60306435433851 41.70744607420297),CORLISS HS,"821 E 103RD ST, 60628",HS,"9, 10, 11, 12","District, non-alternative",-87.6030643541,41.7074460753
609762,POINT (-87.6537125972097 41.70585943755374),JULIAN HS,"10330 S ELIZABETH ST, 60643",HS,"9, 10, 11, 12","District, non-alternative",-87.6537125967,41.7058594385
609764,POINT (-87.66369574784159 41.85266709564757),JUAREZ HS,"2150 S LAFLIN ST, 60608",HS,"9, 10, 11, 12","District, non-alternative",-87.6636957478,41.8526670965
609766,POINT (-87.76469993018388 41.96036317212058),VAUGHN HS,"4355 N LINDER AVE, 60641",HS,"9, 10, 11, 12","District, Special Ed.",-87.7646999302,41.9603631731
609768,POINT (-87.6414185835453 41.79356519117411),HOPE HS,"5515 S LOWE AVE, 60621",HS,"9, 10, 11, 12","District, non-alternative",-87.641418583,41.7935651922
609769,POINT (-87.62535151039495 41.849674856387594),"GRAHAM,R HS","2347 S WABASH AVE, 60616",HS,"9, 10, 11, 12","District, Special Ed.",-87.62535151,41.8496748572
609772,POINT (-87.5329394265052 41.69873892671059),ADDAMS,"10810 S AVENUE H, 60617",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5329394264,41.6987389278
609773,POINT (-87.65626540538425 41.93412555618664),AGASSIZ,"2851 N SEMINARY AVE, 60657",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6562654054,41.9341255571
609774,POINT (-87.6464131367942 41.929849851985445),ALCOTT ES,"2625 N ORCHARD ST, 60614",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6464131369,41.9298498532
609777,POINT (-87.65065209723075 41.833826478833664),ARMOUR,"950 W 33RD PL, 60608",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6506520971,41.8338264797
609779,POINT (-87.68443963221294 42.01012259075561),"ARMSTRONG, G","2110 W GREENLEAF AVE, 60645",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6844396323,42.0101225916
609780,POINT (-87.72170559111147 41.916045376500655),AMES,"1920 N HAMLIN AVE, 60647",MS,"7, 8","District, non-alternative",-87.7217055909,41.9160453776
609781,POINT (-87.62582005597147 41.80211215544777),ATTUCKS,"5055 S STATE ST, 60609",ES,"1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6258200555,41.8021121565
609782,POINT (-87.6810043046745 41.94506281681273),AUDUBON,"3500 N HOYNE AVE, 60618",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6810043045,41.945062818
609783,POINT (-87.68038085898367 41.86783309699267),JEFFERSON ALT HS,"1100 S HAMILTON AVE, 60612",HS,"6, 7, 8, 9, 10, 11, 12",Alternative/District,-87.6803808585,41.8678330978
609786,POINT (-87.5916904499246 41.74824650929103),AVALON PARK,"8045 S KENWOOD AVE, 60619",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5916904502,41.7482465103
609788,POINT (-87.65803926328758 41.70513917659362),BARNARD,"10354 S CHARLES ST, 60643",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6580392631,41.7051391776
609789,POINT (-87.73935161205988 41.93251124264801),BARRY,"2828 N KILBOURN AVE, 60641",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.7393516117,41.9325112437
609790,POINT (-87.67089048927056 41.75419444436488),BARTON,"7650 S WOLCOTT AVE, 60620",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6708904892,41.7541944449
609791,POINT (-87.65353180425295 41.7742190116128),BASS,"1140 W 66TH ST, 60621",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6535318042,41.7742190125
609792,POINT (-87.70211420791796 41.95822047591906),BATEMAN,"4220 N RICHMOND ST, 60618",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7021142077,41.9582204771
609793,POINT (-87.64741621137989 41.78494357464528),NICHOLSON TECH ACAD,"6006 S PEORIA ST, 60621",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6474162115,41.7849435756
609794,POINT (-87.70970074586076 41.9711409276749),"EDISON, T","4929 N SAWYER AVE, 60625",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7097007454,41.9711409287
609795,POINT (-87.77045422424857 41.86781176060094),"CLARK, G","1045 S MONITOR AVE, 60644",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7704542243,41.8678117615
609796,POINT (-87.75760180115937 41.97239325571602),BEAUBIEN,"5025 N LARAMIE AVE, 60630",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7576018013,41.9723932569
609797,POINT (-87.70585537486951 41.88534847774394),BEIDLER,"3151 W WALNUT ST, 60612",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7058553747,41.8853484788
609798,POINT (-87.73405648910601 41.95893804808345),BELDING,"4257 N TRIPP AVE, 60641",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7340564892,41.9589380489
609799,POINT (-87.68598149329407 41.94953039591795),BELL,"3730 N OAKLEY AVE, 60618",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6859814932,41.9495303971
609800,POINT (-87.61742707395362 41.71043449680035),BENNETT,"10115 S PRAIRIE AVE, 60628",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6174270739,41.7104344977
609803,POINT (-87.66496708079174 41.95075308235325),BLAINE,"1420 W GRACE ST, 60613",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6649670804,41.9507530831
609804,POINT (-87.69742603580225 42.00341203191618),BOONE,"6710 N WASHTENAW AVE, 60645",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6974260357,42.0034120329
609805,POINT (-87.66940229044584 41.74933874948786),JOPLIN,"7931 S HONORE ST, 60620",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.66940229,41.7493387506
609806,POINT (-87.5571053284853 41.75436559677511),BRADWELL,"7736 S BURNHAM AVE, 60649",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5571053284,41.7543655977
609807,POINT (-87.70873056693345 41.75342975563257),HAMPTON,"3434 W 77TH ST, 60652",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7087305665,41.7534297568
609808,POINT (-87.63366873481182 41.686659300059475),HALEY,"11411 S EGGLESTON AVE, 60628",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6336687344,41.6866593009
609809,POINT (-87.69633093593569 41.930965408294824),BRENTANO,"2723 N FAIRFIELD AVE, 60647",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6963309362,41.9309654091
609810,POINT (-87.79863218436961 41.949115373014095),BRIDGE,"3800 N NEW ENGLAND AVE, 60634",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7986321844,41.9491153742
609811,POINT (-87.56204761561891 41.699726527250775),BRIGHT,"10740 S CALHOUN AVE, 60617",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5620476151,41.6997265281
609812,POINT (-87.6706456812818 41.882997479850424),"BROWN, W","54 N HERMITAGE AVE, 60612",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6706456812,41.8829974807
609813,POINT (-87.62178261708156 41.77161975233356),BROWNELL,"6741 S MICHIGAN AVE, 60637",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6","District, non-alternative",-87.6217826166,41.7716197534
609815,POINT (-87.57611150426216 41.76084703001268),BOUCHET,"7355 S JEFFERY BLVD, 60649",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5761115041,41.7608470312
609817,POINT (-87.69655641037474 41.9757817692924),BUDLONG,"2701 W FOSTER AVE, 60625",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6965564098,41.9757817705
609818,POINT (-87.78273630204902 41.91759747989059),BURBANK,"2035 N MOBILE AVE, 60639",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7827363017,41.917597481
609819,POINT (-87.61610385872497 41.796760114518534),BURKE,"5356 S DR MARTIN LUTHER KING JR DR, 60615",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6161038586,41.7967601156
609820,POINT (-87.66985252345461 41.93791003518674),BURLEY,"1630 W BARRY AVE, 60657",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.669852523,41.9379100361
609821,POINT (-87.56709396880007 41.71440235777661),BURNHAM,"9928 S CRANDON AVE, 60617",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5670939683,41.7144023586
609826,POINT (-87.71489032182454 41.845450473306045),CASTELLANOS,"2524 S CENTRAL PARK AVE, 60623",ES,"4, 5, 6, 7, 8","District, non-alternative",-87.7148903214,41.8454504744
609827,POINT (-87.60743464219676 41.72845320044893),BURNSIDE,"650 E 91ST PL, 60619",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6074346419,41.7284532016
609828,POINT (-87.66866113512133 41.91238534629159),BURR,"1621 W WABANSIA AVE, 60622",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6686611349,41.9123853471
609829,POINT (-87.69241994732585 41.828868507663216),BURROUGHS,"3542 S WASHTENAW AVE, 60632",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6924199472,41.8288685086
609830,POINT (-87.7655689424903 41.89766333634573),BRUNSON,"932 N CENTRAL AVE, 60651",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7655689423,41.8976633374
609832,POINT (-87.79158114549547 41.79503038103985),BYRNE,"5329 S OAK PARK AVE, 60638",ES,"PE, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7915811453,41.7950303819
609833,POINT (-87.5806923921764 41.73922676007226),CALDWELL,"8546 S CREGIER AVE, 60617",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5806923919,41.7392267612
609834,POINT (-87.71728227099544 41.84369896613765),LITTLE VILLAGE,"2620 S LAWNDALE AVE, 60623",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.717282271,41.8436989669
609835,POINT (-87.71788991348323 41.90379279994066),CAMERON,"1234 N MONTICELLO AVE, 60651",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7178899133,41.9037928008
609836,POINT (-87.82925895760144 41.94800784372504),CANTY,"3740 N PANAMA AVE, 60634",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.829258957,41.9480078444
609837,POINT (-87.59079528256737 41.78334088166298),CARNEGIE,"1414 E 61ST PL, 60637",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5907952822,41.7833408827
609839,POINT (-87.69601281484698 41.74254406303887),CARROLL,"2929 W 83RD ST, 60652",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6960128149,41.7425440638
609842,POINT (-87.68776288081175 41.79327270175163),CARSON,"5516 S MAPLEWOOD AVE, 60629",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6877628803,41.7932727025
609844,POINT (-87.62241609048168 41.78982839697398),CARTER,"5740 S MICHIGAN AVE, 60637",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.62241609,41.7898283978
609845,POINT (-87.59951724185326 41.65372953134877),"CARVER , G","901 E 133RD PL, 60827",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5995172414,41.6537295325
609848,POINT (-87.60647390456741 41.65737752657676),ALDRIDGE,"630 E 131ST ST, 60827",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6064739047,41.6573775273
609849,POINT (-87.703178894639 41.68734785786432),CASSELL,"11314 S SPAULDING AVE, 60655",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7031788944,41.6873478587
609850,POINT (-87.65097924777626 41.952782074452486),GREELEY,"832 W SHERIDAN RD, 60613",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6509792479,41.9527820754
609851,POINT (-87.69525979911691 41.86646269082053),CHALMERS,"2745 W ROOSEVELT RD, 60608",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6952597988,41.8664626919
609852,POINT (-87.6832643770859 41.97592173461043),CHAPPELL,"2135 W FOSTER AVE, 60625",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.683264377,41.9759217358
609853,POINT (-87.69458550104062 41.917971403696015),CHASE,"2021 N POINT ST, 60647",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6945855007,41.9179714045
609854,POINT (-87.68893628875183 41.896685248566),CHOPIN,"2450 W RICE ST, 60622",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6889362887,41.8966852493
609855,POINT (-87.68557033593322 41.801659175516946),CHRISTOPHER,"5042 S ARTESIAN AVE, 60632",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, Special Ed.",-87.6855703357,41.8016591765
609856,POINT (-87.54465018834841 41.65455818519265),CLAY,"13231 S BURLEY AVE, 60633",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5446501884,41.6545581859
609857,POINT (-87.70644261116112 41.95206956247353),CLEVELAND,"3121 W BYRON ST, 60618",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.7064426112,41.9520695635
609859,POINT (-87.69832318046653 41.992542016797984),CLINTON,"6110 N FAIRFIELD AVE, 60659",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6983231803,41.9925420177
609861,POINT (-87.68089595811591 41.69299857025147),CLISSOLD,"2350 W 110TH PL, 60643",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.680895958,41.6929985713
609862,POINT (-87.56600640951856 41.74141252889178),COLES,"8441 S YATES BLVD, 60617",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.5660064096,41.7414125297
609863,POINT (-87.68197477532695 41.89956529711959),COLUMBUS,"1003 N LEAVITT ST, 60622",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6819747753,41.8995652981
609864,POINT (-87.65973795369558 41.74523754404233),COOK,"8150 S BISHOP ST, 60620",ES,"PE, PK, K, 1, 2, 3, 4, 5, 6, 7, 8","District, non-alternative",-87.6597379534,41.7452375452
